0,Routine - Unscheduled,64141_20180307_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,90,37.789278,-122.420387
0,Routine - Unscheduled,2066_20180307_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,88,37.792677,-122.421036
Moderate Risk,Routine - Unscheduled,3285_20161005_103131,Moderate risk vermin infestation,77,37.787438,-122.419952
Moderate Risk,Routine - Unscheduled,65241_20151215_103118,Employee eating or smoking,89,37.757815,-122.390141
High Risk,Routine - Unscheduled,2044_20160328_103109,Unclean or unsanitary food contact surfaces,93,37.806546,-122.419277
Moderate Risk,Routine - Unscheduled,3948_20161005_103124,Inadequately cleaned or sanitized food contact surfaces,94,37.78355,-122.405356
0,Routine - Unscheduled,2031_20160318_103138,Improper storage use or identification of toxic substances,88,37.787017,-122.426234
Moderate Risk,Routine - Unscheduled,62708_20170929_103131,Moderate risk vermin infestation,83,37.789288,-122.420387
Moderate Risk,Routine - Unscheduled,18800_20160913_103132,Improper thawing methods,81,37.778547,-122.41013
High Risk,Routine - Unscheduled,66685_20160222_103105,Improper cooling methods,85,37.760974,-122.421456
Moderate Risk,Routine - Unscheduled,1359_20180522_103131,Moderate risk vermin infestation,96,37.785907,-122.439957
0,Routine - Unscheduled,2725_20160511_103154,Unclean or degraded floors walls or ceilings,90,37.801218,-122.425535
0,Routine - Unscheduled,1005_20180919_103142,Unclean nonfood contact surfaces,86,37.748855,-122.418134
Moderate Risk,Routine - Unscheduled,34814_20171219_103124,Inadequately cleaned or sanitized food contact surfaces,87,37.790324,-122.404774
0,Routine - Unscheduled,2077_20160120_103177,Non service animal,96,37.796316,-122.421909
Moderate Risk,Routine - Unscheduled,21101_20171215_103124,Inadequately cleaned or sanitized food contact surfaces,96,37.797492,-122.422144
Moderate Risk,Routine - Unscheduled,70687_20161109_103121,Inadequate procedures or records for time as a public health control,81,37.754064,-122.478942
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.808931,-122.415069
0,Routine - Unscheduled,4947_20160613_103139,Improper food storage,98,37.794494,-122.425527
0,Routine - Unscheduled,3285_20161005_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,77,37.787438,-122.419952
Moderate Risk,Routine - Unscheduled,3076_20180523_103119,Inadequate and inaccessible handwashing facilities,78,37.764437,-122.421885
Moderate Risk,Routine - Unscheduled,58673_20160823_103133,Foods not protected from contamination,78,37.796973,-122.408504
Moderate Risk,Routine - Unscheduled,4777_20160824_103131,Moderate risk vermin infestation,83,37.781556,-122.388484
Moderate Risk,Routine - Unscheduled,5867_20170928_103120,Moderate risk food holding temperature,96,37.733741,-122.380619
0,Routine - Unscheduled,37090_20180521_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,86,37.772008,-122.413803
Moderate Risk,Routine - Unscheduled,3190_20180307_103120,Moderate risk food holding temperature,81,37.753953,-122.482629
Moderate Risk,Routine - Unscheduled,62896_20160819_103120,Moderate risk food holding temperature,90,37.789057,-122.395322
0,Routine - Unscheduled,3623_20160819_103161,Low risk vermin infestation,88,37.751554,-122.418376
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.795203,-122.398544
Moderate Risk,Routine - Unscheduled,60828_20160513_103120,Moderate risk food holding temperature,96,37.749982,-122.420517
Moderate Risk,Routine - Unscheduled,70687_20161109_103124,Inadequately cleaned or sanitized food contact surfaces,81,37.754064,-122.478942
0,Routine - Unscheduled,2620_20171214_103144,Unapproved or unmaintained equipment or utensils,96,37.765174,-122.449884
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.783658,-122.408568
Moderate Risk,Routine - Unscheduled,2134_20160420_103124,Inadequately cleaned or sanitized food contact surfaces,90,37.781567,-122.405059
Moderate Risk,Routine - Unscheduled,1617_20180522_103120,Moderate risk food holding temperature,71,37.782843,-122.4659
0,Routine - Unscheduled,1724_20160309_103144,Unapproved or unmaintained equipment or utensils,86,37.786498,-122.430283
High Risk,Routine - Unscheduled,6005_20160824_103102,Unclean hands or improper use of gloves,93,37.781307,-122.400338
0,Routine - Unscheduled,35702_20180306_103144,Unapproved or unmaintained equipment or utensils,61,37.753954,-122.481866
Moderate Risk,Routine - Unscheduled,63601_20160525_103133,Foods not protected from contamination,69,37.784163,-122.404739
0,Routine - Unscheduled,64361_20160222_103154,Unclean or degraded floors walls or ceilings,92,37.778382,-122.462787
Moderate Risk,Routine - Unscheduled,489_20160308_103134,Other moderate risk violation,69,37.796718,-122.408714
High Risk,Routine - Unscheduled,67828_20160531_103107,Improper reheating of food,67,37.783028,-122.463141
Moderate Risk,Routine - Unscheduled,3073_20160823_103120,Moderate risk food holding temperature,70,37.783884,-122.388295
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.750243,-122.419293
Moderate Risk,Routine - Unscheduled,62176_20160114_103120,Moderate risk food holding temperature,81,37.743496,-122.397317
0,Routine - Unscheduled,619_20160525_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,88,37.724824,-122.460726
High Risk,Routine - Unscheduled,69592_20160329_103105,Improper cooling methods,79,37.781677,-122.417125
0,Routine - Unscheduled,4801_20160516_103147,Inadequate ventilation or lighting,96,37.72304,-122.436017
0,Routine - Unscheduled,9208_20160421_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,92,37.726895,-122.475861
0,Routine - Unscheduled,36024_20180521_103141,Improper food labeling or menu misrepresentation,90,37.750967,-122.414014
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.787448,-122.415243
0,Routine - Unscheduled,884_20161005_103157,Food safety certificate or food handler card not available,83,37.796463,-122.405224
Moderate Risk,Routine - Unscheduled,63503_20170929_103131,Moderate risk vermin infestation,88,37.784094,-122.409274
Moderate Risk,Routine - Unscheduled,2262_20160330_103125,Noncompliance with shell fish tags or display,94,37.791757,-122.407377
0,Routine - Unscheduled,9208_20160421_103156,Permit license or inspection report not posted,92,37.726895,-122.475861
0,Routine - Unscheduled,34244_20160913_103154,Unclean or degraded floors walls or ceilings,96,37.795303,-122.406514
0,Routine - Unscheduled,6813_20180522_103161,Low risk vermin infestation,98,37.743378,-122.468991
0,Routine - Unscheduled,70022_20160331_103162,Other low risk violation,74,37.791112,-122.404024
Moderate Risk,Routine - Unscheduled,10227_20180307_103120,Moderate risk food holding temperature,83,37.752581,-122.416482
Moderate Risk,Routine - Unscheduled,59599_20180228_103124,Inadequately cleaned or sanitized food contact surfaces,90,37.788367,-122.415474
Moderate Risk,Routine - Unscheduled,61093_20160222_103133,Foods not protected from contamination,82,37.783221,-122.459588
Moderate Risk,Routine - Unscheduled,69575_20151204_103133,Foods not protected from contamination,92,37.739764,-122.409475
0,Routine - Unscheduled,28206_20180305_103151,Inadequate or unsanitary refuse containers or area or no garbage service,90,37.784679,-122.407061
Moderate Risk,Routine - Unscheduled,38929_20170920_103131,Moderate risk vermin infestation,77,37.752439,-122.41625
Moderate Risk,Routine - Unscheduled,3048_20160422_103133,Foods not protected from contamination,96,37.790324,-122.420664
Moderate Risk,Routine - Unscheduled,33837_20160512_103131,Moderate risk vermin infestation,96,37.792593,-122.421019
Moderate Risk,Routine - Unscheduled,67552_20180510_103127,Noncompliance with HAACP plan or variance,89,37.761554,-122.425956
Moderate Risk,Routine - Unscheduled,4824_20160819_103124,Inadequately cleaned or sanitized food contact surfaces,96,37.789177,-122.388962
High Risk,Routine - Unscheduled,63601_20160525_103107,Improper reheating of food,69,37.784163,-122.404739
Moderate Risk,Routine - Unscheduled,2315_20180917_103116,Inadequate food safety knowledge or lack of certified food safety manager,81,37.760487,-122.419285
Moderate Risk,Routine - Unscheduled,20367_20161210_103124,Inadequately cleaned or sanitized food contact surfaces,81,37.730569,-122.429418
Moderate Risk,Routine - Unscheduled,65791_20161110_103133,Foods not protected from contamination,86,37.765834,-122.421926
0,Routine - Unscheduled,38798_20161005_103154,Unclean or degraded floors walls or ceilings,96,37.731503,-122.45237
Moderate Risk,Routine - Unscheduled,63601_20160525_103131,Moderate risk vermin infestation,69,37.784163,-122.404739
0,Routine - Unscheduled,4620_20160822_103157,Food safety certificate or food handler card not available,90,37.776057,-122.408682
Moderate Risk,Routine - Unscheduled,38808_20160310_103132,Improper thawing methods,75,37.763603,-122.477497
0,Routine - Unscheduled,62064_20160819_103157,Food safety certificate or food handler card not available,86,37.784303,-122.409647
0,Routine - Unscheduled,1757_20180521_103144,Unapproved or unmaintained equipment or utensils,85,37.789784,-122.420455
Moderate Risk,Routine - Unscheduled,63503_20170929_103119,Inadequate and inaccessible handwashing facilities,88,37.784094,-122.409274
0,Routine - Unscheduled,1003_20160706_103161,Low risk vermin infestation,88,37.749128,-122.417402
Moderate Risk,Routine - Unscheduled,240_20161004_103133,Foods not protected from contamination,82,37.775663,-122.497949
0,Routine - Unscheduled,884_20161005_103139,Improper food storage,83,37.796463,-122.405224
Moderate Risk,Routine - Unscheduled,2134_20160420_103120,Moderate risk food holding temperature,90,37.781567,-122.405059
0,Routine - Unscheduled,59717_20160822_103157,Food safety certificate or food handler card not available,94,37.775554,-122.409399
0,Routine - Unscheduled,39606_20171213_103147,Inadequate ventilation or lighting,92,37.763228,-122.415135
0,Routine - Unscheduled,1003_20160706_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,88,37.749128,-122.417402
0,Routine - Unscheduled,5441_20160819_103156,Permit license or inspection report not posted,94,37.779847,-122.418985
0,Routine - Unscheduled,71168_20180628_103144,Unapproved or unmaintained equipment or utensils,88,37.772458,-122.437247
Moderate Risk,Routine - Unscheduled,34458_20160822_103124,Inadequately cleaned or sanitized food contact surfaces,90,37.791185,-122.404144
Moderate Risk,Routine - Unscheduled,3285_20161005_103124,Inadequately cleaned or sanitized food contact surfaces,77,37.787438,-122.419952
Moderate Risk,Routine - Unscheduled,2854_20160513_103127,Noncompliance with HAACP plan or variance,68,37.784548,-122.40419
Moderate Risk,Routine - Unscheduled,66362_20180521_103129,Insufficient hot water or running water,88,37.769999,-122.445267
0,Routine - Unscheduled,69592_20160329_103139,Improper food storage,79,37.781677,-122.417125
Moderate Risk,Routine - Unscheduled,3482_20160425_103120,Moderate risk food holding temperature,81,37.788823,-122.408554
Moderate Risk,Routine - Unscheduled,66695_20160614_103133,Foods not protected from contamination,85,37.793996,-122.400096
Moderate Risk,Routine - Unscheduled,1685_20160419_103133,Foods not protected from contamination,88,37.796098,-122.406275
Moderate Risk,Routine - Unscheduled,1830_20160425_103124,Inadequately cleaned or sanitized food contact surfaces,86,37.801616,-122.412137
0,Routine - Unscheduled,2854_20160513_103145,Improper storage of equipment utensils or linens,68,37.784548,-122.40419
0,Routine - Unscheduled,1870_20160707_103154,Unclean or degraded floors walls or ceilings,80,37.791198,-122.403737
0,Routine - Unscheduled,66811_20160504_103157,Food safety certificate or food handler card not available,90,37.775314,-122.412819
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.753704,-122.420198
0,Routine - Unscheduled,18824_20160608_103138,Improper storage use or identification of toxic substances,86,37.740502,-122.466192
High Risk,Routine - Unscheduled,62768_20160513_103103,High risk food holding temperature,70,37.765421,-122.477256
Moderate Risk,Routine - Unscheduled,67237_20180914_103132,Improper thawing methods,51,37.749871,-122.405648
0,Routine - Unscheduled,9208_20160421_103136,Unsanitary employee garments hair or nails,92,37.726895,-122.475861
Moderate Risk,Routine - Unscheduled,69249_20161025_103120,Moderate risk food holding temperature,92,37.777168,-122.416702
0,Routine - Unscheduled,33125_20160824_103154,Unclean or degraded floors walls or ceilings,86,37.790947,-122.404026
High Risk,Routine - Unscheduled,36685_20161025_103103,High risk food holding temperature,91,37.751868,-122.420665
0,Routine - Unscheduled,3053_20160512_103139,Improper food storage,90,37.795058,-122.423147
0,Routine - Unscheduled,63047_20171219_103156,Permit license or inspection report not posted,92,37.797954,-122.428477
0,Routine - Unscheduled,1685_20160419_103158,Unpermitted food facility,88,37.796098,-122.406275
0,Routine - Unscheduled,12344_20171004_103136,Unsanitary employee garments hair or nails,98,37.723462,-122.483012
Moderate Risk,Routine - Unscheduled,11304_20160819_103124,Inadequately cleaned or sanitized food contact surfaces,90,37.787914,-122.387718
Moderate Risk,Routine - Unscheduled,874_20180521_103129,Insufficient hot water or running water,90,37.792093,-122.421024
Moderate Risk,Routine - Unscheduled,1617_20180522_103124,Inadequately cleaned or sanitized food contact surfaces,71,37.782843,-122.4659
0,Routine - Unscheduled,5175_20180727_103144,Unapproved or unmaintained equipment or utensils,98,37.776504,-122.426446
Moderate Risk,Routine - Unscheduled,5913_20160407_103129,Insufficient hot water or running water,96,37.762074,-122.416107
Moderate Risk,Routine - Unscheduled,4777_20160824_103124,Inadequately cleaned or sanitized food contact surfaces,83,37.781556,-122.388484
Moderate Risk,Routine - Unscheduled,1870_20160707_103130,Inadequate sewage or wastewater disposal,80,37.791198,-122.403737
Moderate Risk,Routine - Unscheduled,15120_20160706_103129,Insufficient hot water or running water,88,37.784317,-122.407563
0,Routine - Unscheduled,33564_20180305_103154,Unclean or degraded floors walls or ceilings,94,37.78238,-122.432592
0,Routine - Unscheduled,2810_20180308_103156,Permit license or inspection report not posted,94,37.785648,-122.409497
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.789844,-122.430684
Moderate Risk,Routine - Unscheduled,66685_20160222_103120,Moderate risk food holding temperature,85,37.760974,-122.421456
Moderate Risk,Routine - Unscheduled,65791_20161110_103120,Moderate risk food holding temperature,86,37.765834,-122.421926
Moderate Risk,Routine - Unscheduled,63646_20160502_103124,Inadequately cleaned or sanitized food contact surfaces,96,37.788782,-122.408439
High Risk,Routine - Unscheduled,3222_20160420_103105,Improper cooling methods,84,37.781404,-122.454937
Moderate Risk,Routine - Unscheduled,2447_20160822_103133,Foods not protected from contamination,92,37.76356,-122.419582
0,Routine - Unscheduled,23702_20160419_103139,Improper food storage,89,37.786022,-122.429903
0,Routine - Unscheduled,1147_20160422_103154,Unclean or degraded floors walls or ceilings,98,37.730105,-122.478441
Moderate Risk,Routine - Unscheduled,5959_20171002_103120,Moderate risk food holding temperature,94,37.735264,-122.437679
Moderate Risk,Routine - Unscheduled,61206_20160824_103133,Foods not protected from contamination,86,37.771782,-122.433435
0,Routine - Unscheduled,3623_20160819_103157,Food safety certificate or food handler card not available,88,37.751554,-122.418376
0,Routine - Unscheduled,2031_20160318_103154,Unclean or degraded floors walls or ceilings,88,37.787017,-122.426234
0,Routine - Unscheduled,3073_20160823_103147,Inadequate ventilation or lighting,70,37.783884,-122.388295
0,Routine - Unscheduled,4952_20161109_103152,Unclean unmaintained or improperly constructed toilet facilities,96,37.711558,-122.45561
Moderate Risk,Routine - Unscheduled,2447_20160822_103116,Inadequate food safety knowledge or lack of certified food safety manager,92,37.76356,-122.419582
0,Routine - Unscheduled,240_20161004_103147,Inadequate ventilation or lighting,82,37.775663,-122.497949
0,Routine - Unscheduled,67510_20160824_103144,Unapproved or unmaintained equipment or utensils,94,37.788864,-122.394613
0,Routine - Unscheduled,71286_20180302_103154,Unclean or degraded floors walls or ceilings,90,37.723461,-122.454226
0,Routine - Unscheduled,1830_20160425_103157,Food safety certificate or food handler card not available,86,37.801616,-122.412137
High Risk,Routine - Unscheduled,3222_20160420_103102,Unclean hands or improper use of gloves,84,37.781404,-122.454937
0,Routine - Unscheduled,34244_20160913_103143,Inadequate warewashing facilities or equipment,96,37.795303,-122.406514
0,Routine - Unscheduled,18824_20160608_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,86,37.740502,-122.466192
0,Routine - Unscheduled,32671_20170920_103142,Unclean nonfood contact surfaces,86,37.752512,-122.415109
0,Routine - Unscheduled,25404_20160818_103139,Improper food storage,83,37.793061,-122.421089
0,Routine - Unscheduled,1398_20180302_103156,Permit license or inspection report not posted,88,37.764053,-122.465539
0,Routine - Unscheduled,7646_20161025_103161,Low risk vermin infestation,94,37.752059,-122.420713
0,Routine - Unscheduled,69249_20160421_103143,Inadequate warewashing facilities or equipment,87,37.777168,-122.416702
High Risk,Routine - Unscheduled,1991_20160504_103103,High risk food holding temperature,91,37.764073,-122.507779
High Risk,Routine - Unscheduled,2358_20180918_103107,Improper reheating of food,87,37.751687,-122.418455
0,Routine - Unscheduled,3190_20180307_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,81,37.753953,-122.482629
0,Routine - Unscheduled,67741_20160420_103154,Unclean or degraded floors walls or ceilings,83,37.781658,-122.454393
High Risk,Routine - Unscheduled,70687_20161109_103102,Unclean hands or improper use of gloves,81,37.754064,-122.478942
Moderate Risk,Routine - Unscheduled,1146_20160613_103120,Moderate risk food holding temperature,74,37.798274,-122.422264
0,Routine - Unscheduled,619_20160525_103142,Unclean nonfood contact surfaces,88,37.724824,-122.460726
0,Routine - Unscheduled,7214_20180726_103154,Unclean or degraded floors walls or ceilings,87,37.754094,-122.418586
0,Routine - Unscheduled,18824_20160608_103144,Unapproved or unmaintained equipment or utensils,86,37.740502,-122.466192
Moderate Risk,Routine - Unscheduled,798_20160512_103131,Moderate risk vermin infestation,90,37.793997,-122.416267
Moderate Risk,Routine - Unscheduled,64502_20160930_103120,Moderate risk food holding temperature,92,37.725697,-122.463311
0,Routine - Unscheduled,18824_20160608_103152,Unclean unmaintained or improperly constructed toilet facilities,86,37.740502,-122.466192
0,Routine - Unscheduled,25404_20160818_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,83,37.793061,-122.421089
High Risk,Routine - Unscheduled,5844_20160425_103107,Improper reheating of food,91,37.751552,-122.456517
0,Routine - Unscheduled,20367_20160613_103154,Unclean or degraded floors walls or ceilings,78,37.730569,-122.429418
0,Routine - Unscheduled,3190_20180307_103142,Unclean nonfood contact surfaces,81,37.753953,-122.482629
0,Routine - Unscheduled,3443_20180917_103145,Improper storage of equipment utensils or linens,94,37.80824,-122.410189
0,Routine - Unscheduled,1926_20160203_103153,Inadequate dressing rooms or improper storage of personal items,82,37.782971,-122.496324
Moderate Risk,Routine - Unscheduled,69403_20160613_103119,Inadequate and inaccessible handwashing facilities,78,37.756698,-122.418951
0,Routine - Unscheduled,4774_20160823_103157,Food safety certificate or food handler card not available,84,37.78416,-122.389239
0,Routine - Unscheduled,6800_20171004_103148,No thermometers or uncalibrated thermometers,91,37.724053,-122.402069
Moderate Risk,Routine - Unscheduled,5212_20180522_103124,Inadequately cleaned or sanitized food contact surfaces,85,37.766759,-122.407571
Moderate Risk,Routine - Unscheduled,38247_20171004_103120,Moderate risk food holding temperature,96,37.723054,-122.483612
High Risk,Routine - Unscheduled,1000_20171002_103109,Unclean or unsanitary food contact surfaces,74,37.755282,-122.420493
0,Routine - Unscheduled,34814_20171219_103139,Improper food storage,87,37.790324,-122.404774
Moderate Risk,Routine - Unscheduled,71286_20180302_103132,Improper thawing methods,90,37.723461,-122.454226
0,Routine - Unscheduled,2749_20180518_103154,Unclean or degraded floors walls or ceilings,89,37.745433,-122.419945
0,Routine - Unscheduled,4608_20161212_103147,Inadequate ventilation or lighting,92,37.795594,-122.408204
Moderate Risk,Routine - Unscheduled,591_20160615_103132,Improper thawing methods,83,37.762378,-122.462692
0,Routine - Unscheduled,64379_20161024_103161,Low risk vermin infestation,90,37.789299,-122.420352
0,Routine - Unscheduled,66709_20180518_103154,Unclean or degraded floors walls or ceilings,96,37.778492,-122.418291
Moderate Risk,Routine - Unscheduled,66925_20160824_103133,Foods not protected from contamination,89,37.777504,-122.406948
Moderate Risk,Routine - Unscheduled,65813_20180522_103119,Inadequate and inaccessible handwashing facilities,90,37.782898,-122.466011
0,Routine - Unscheduled,3948_20161005_103154,Unclean or degraded floors walls or ceilings,94,37.78355,-122.405356
High Risk,Routine - Unscheduled,66695_20160614_103103,High risk food holding temperature,85,37.793996,-122.400096
Moderate Risk,Routine - Unscheduled,1870_20160707_103124,Inadequately cleaned or sanitized food contact surfaces,80,37.791198,-122.403737
0,Routine - Unscheduled,66679_20160503_103154,Unclean or degraded floors walls or ceilings,72,37.796013,-122.406507
Moderate Risk,Routine - Unscheduled,2031_20160318_103131,Moderate risk vermin infestation,88,37.787017,-122.426234
0,Routine - Unscheduled,587_20160608_103157,Food safety certificate or food handler card not available,96,37.740654,-122.465389
High Risk,Routine - Unscheduled,1426_20161026_103103,High risk food holding temperature,70,37.726117,-122.433817
0,Routine - Unscheduled,1567_20160419_103154,Unclean or degraded floors walls or ceilings,87,37.785961,-122.429776
Moderate Risk,Routine - Unscheduled,4716_20180307_103124,Inadequately cleaned or sanitized food contact surfaces,87,37.797138,-122.435334
0,Routine - Unscheduled,29429_20171218_103143,Inadequate warewashing facilities or equipment,85,37.800407,-122.437796
Moderate Risk,Routine - Unscheduled,428_20160707_103124,Inadequately cleaned or sanitized food contact surfaces,96,37.790109,-122.402597
High Risk,Routine - Unscheduled,786_20160822_103103,High risk food holding temperature,80,37.800674,-122.401484
0,Routine - Unscheduled,9208_20160421_103144,Unapproved or unmaintained equipment or utensils,92,37.726895,-122.475861
0,Routine - Unscheduled,529_20160614_103142,Unclean nonfood contact surfaces,90,37.781278,-122.460661
Moderate Risk,Routine - Unscheduled,4449_20171218_103124,Inadequately cleaned or sanitized food contact surfaces,83,37.741317,-122.422687
0,Routine - Unscheduled,36208_20161026_103139,Improper food storage,92,37.728582,-122.431482
0,Routine - Unscheduled,15120_20160706_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,88,37.784317,-122.407563
0,Routine - Unscheduled,20367_20160613_103161,Low risk vermin infestation,78,37.730569,-122.429418
0,Routine - Unscheduled,27377_20160420_103157,Food safety certificate or food handler card not available,74,37.784848,-122.406892
0,Routine - Unscheduled,67828_20160531_103156,Permit license or inspection report not posted,67,37.783028,-122.463141
Moderate Risk,Routine - Unscheduled,2063_20171113_103119,Inadequate and inaccessible handwashing facilities,74,37.800248,-122.433053
High Risk,Routine - Unscheduled,20367_20161210_103103,High risk food holding temperature,81,37.730569,-122.429418
0,Routine - Unscheduled,463_20160706_103157,Food safety certificate or food handler card not available,88,37.797828,-122.407444
Moderate Risk,Routine - Unscheduled,69214_20160112_103120,Moderate risk food holding temperature,94,37.789259,-122.422277
0,Routine - Unscheduled,1850_20160822_103144,Unapproved or unmaintained equipment or utensils,80,37.800178,-122.401317
0,Routine - Unscheduled,2134_20160420_103154,Unclean or degraded floors walls or ceilings,90,37.781567,-122.405059
High Risk,Routine - Unscheduled,67741_20160420_103103,High risk food holding temperature,83,37.781658,-122.454393
0,Routine - Unscheduled,65813_20180522_103144,Unapproved or unmaintained equipment or utensils,90,37.782898,-122.466011
High Risk,Routine - Unscheduled,68451_20180226_103114,High risk vermin infestation,74,37.784548,-122.40419
Moderate Risk,Routine - Unscheduled,64835_20161024_103131,Moderate risk vermin infestation,84,37.789404,-122.433954
0,Routine - Unscheduled,326_20160818_103154,Unclean or degraded floors walls or ceilings,82,37.790333,-122.434144
Moderate Risk,Routine - Unscheduled,68394_20180301_103131,Moderate risk vermin infestation,85,37.763628,-122.416652
Moderate Risk,Routine - Unscheduled,69291_20180924_103120,Moderate risk food holding temperature,92,37.734548,-122.433341
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.761425,-122.427293
High Risk,Routine - Unscheduled,63601_20160525_103103,High risk food holding temperature,69,37.784163,-122.404739
Moderate Risk,Routine - Unscheduled,62896_20160819_103124,Inadequately cleaned or sanitized food contact surfaces,90,37.789057,-122.395322
0,Routine - Unscheduled,4608_20161212_103138,Improper storage use or identification of toxic substances,92,37.795594,-122.408204
0,Routine - Unscheduled,3285_20161005_103145,Improper storage of equipment utensils or linens,77,37.787438,-122.419952
0,Routine - Unscheduled,60473_20171215_103152,Unclean unmaintained or improperly constructed toilet facilities,92,37.785503,-122.415157
High Risk,Routine - Unscheduled,2066_20161003_103103,High risk food holding temperature,85,37.792677,-122.421036
Moderate Risk,Routine - Unscheduled,2066_20180307_103124,Inadequately cleaned or sanitized food contact surfaces,88,37.792677,-122.421036
Moderate Risk,Routine - Unscheduled,67754_20161114_103120,Moderate risk food holding temperature,86,37.794597,-122.404777
0,Routine - Unscheduled,67237_20180914_103144,Unapproved or unmaintained equipment or utensils,51,37.749871,-122.405648
0,Routine - Unscheduled,7747_20161210_103144,Unapproved or unmaintained equipment or utensils,88,37.71954,-122.438775
High Risk,Routine - Unscheduled,66988_20160429_103109,Unclean or unsanitary food contact surfaces,86,37.801068,-122.409267
0,Routine - Unscheduled,34611_20161212_103154,Unclean or degraded floors walls or ceilings,83,37.795594,-122.408204
High Risk,Routine - Unscheduled,33054_20160425_103107,Improper reheating of food,93,37.797076,-122.400821
Moderate Risk,Routine - Unscheduled,4774_20160823_103127,Noncompliance with HAACP plan or variance,84,37.78416,-122.389239
0,Routine - Unscheduled,1567_20160419_103144,Unapproved or unmaintained equipment or utensils,87,37.785961,-122.429776
Moderate Risk,Routine - Unscheduled,11304_20160819_103120,Moderate risk food holding temperature,90,37.787914,-122.387718
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.733741,-122.380619
Moderate Risk,Routine - Unscheduled,1146_20160613_103116,Inadequate food safety knowledge or lack of certified food safety manager,74,37.798274,-122.422264
Moderate Risk,Routine - Unscheduled,786_20160822_103132,Improper thawing methods,80,37.800674,-122.401484
Moderate Risk,Routine - Unscheduled,1146_20160613_103130,Inadequate sewage or wastewater disposal,74,37.798274,-122.422264
Moderate Risk,Routine - Unscheduled,4620_20160822_103131,Moderate risk vermin infestation,90,37.776057,-122.408682
0,Routine - Unscheduled,39176_20171219_103142,Unclean nonfood contact surfaces,79,37.796748,-122.421897
0,Routine - Unscheduled,4608_20161212_103154,Unclean or degraded floors walls or ceilings,92,37.795594,-122.408204
Moderate Risk,Routine - Unscheduled,70459_20171002_103131,Moderate risk vermin infestation,88,37.781572,-122.396081
Moderate Risk,Routine - Unscheduled,27377_20160420_103133,Foods not protected from contamination,74,37.784848,-122.406892
High Risk,Routine - Unscheduled,62176_20160114_103105,Improper cooling methods,81,37.743496,-122.397317
0,Routine - Unscheduled,3073_20160823_103157,Food safety certificate or food handler card not available,70,37.783884,-122.388295
0,Routine - Unscheduled,1830_20160425_103138,Improper storage use or identification of toxic substances,86,37.801616,-122.412137
Moderate Risk,Routine - Unscheduled,64379_20161024_103132,Improper thawing methods,90,37.789299,-122.420352
0,Routine - Unscheduled,1368_20160425_103157,Food safety certificate or food handler card not available,91,37.797754,-122.400925
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.754805,-122.415376
Moderate Risk,Routine - Unscheduled,20367_20160613_103132,Improper thawing methods,78,37.730569,-122.429418
Moderate Risk,Routine - Unscheduled,67741_20160420_103133,Foods not protected from contamination,83,37.781658,-122.454393
0,Routine - Unscheduled,619_20160525_103154,Unclean or degraded floors walls or ceilings,88,37.724824,-122.460726
0,Routine - Unscheduled,62814_20160817_103144,Unapproved or unmaintained equipment or utensils,98,37.807888,-122.414027
0,Routine - Unscheduled,66362_20180521_103144,Unapproved or unmaintained equipment or utensils,88,37.769999,-122.445267
0,Routine - Unscheduled,67063_20161026_103144,Unapproved or unmaintained equipment or utensils,90,37.789118,-122.409048
Moderate Risk,Routine - Unscheduled,13374_20160422_103124,Inadequately cleaned or sanitized food contact surfaces,83,37.757398,-122.4442
Moderate Risk,Routine - Unscheduled,18047_20171205_103131,Moderate risk vermin infestation,77,37.753463,-122.418536
Moderate Risk,Routine - Unscheduled,5441_20160819_103116,Inadequate food safety knowledge or lack of certified food safety manager,94,37.779847,-122.418985
High Risk,Routine - Unscheduled,23702_20160419_103103,High risk food holding temperature,89,37.786022,-122.429903
Moderate Risk,Routine - Unscheduled,70755_20160328_103134,Other moderate risk violation,94,37.805281,-122.423563
0,Routine - Unscheduled,529_20160614_103156,Permit license or inspection report not posted,90,37.781278,-122.460661
Moderate Risk,Routine - Unscheduled,326_20160818_103120,Moderate risk food holding temperature,82,37.790333,-122.434144
